ip	d_ori	d_shu	d_rat	p_val	pathway	ip_type
LAMB2 - ITGA1	20.39262569428141	15.590602115920701	1.3080075767860826	0.008	LAMININ	ECM-Receptor
LAMB2 - SV2C	33.597341530885764	26.45720293284446	1.269875036154234	0.008	LAMININ	ECM-Receptor
COL4A6 - ITGA1	9.11425918193543	11.034971426417808	0.8259431610412532	0.008	COLLAGEN	ECM-Receptor
COL4A1 - (ITGA1+ITGB1)	42.04532213425756	34.22083817022019	1.228646765608635	0.008	COLLAGEN	ECM-Receptor
SPP1 - (ITGAV+ITGB5)	10.074270633602456	6.6702923201164035	1.5103192109317707	0.008	SPP1	Secreted Signaling
PTN - ITGAV	20.91232577157382	25.551823171034712	0.8184279310166728	0.01	PTN	Secreted Signaling
COL2A1 - ITGAV	14.39759403555648	10.862143712590912	1.3254836629409932	0.01	COLLAGEN	ECM-Receptor
LAMB1 - ITGA2	40.65515558064244	49.04701420242468	0.8289017433936401	0.01	LAMININ	ECM-Receptor
COL4A1 - ITGAV	26.99621317060506	32.058843613798665	0.8420831860256318	0.01	COLLAGEN	ECM-Receptor
NTF3 - NTRK2	7.79621325555961	5.8864291075380075	1.3244384860723086	0.01	NT	Secreted Signaling
COL2A1 - CD44	11.846789902465185	8.028196932411792	1.4756476456919985	0.01	COLLAGEN	ECM-Receptor
COL4A2 - CD44	29.03777631430158	24.594128514462106	1.1806792136272066	0.01	COLLAGEN	ECM-Receptor
BMP4 - ACVR2A	11.78992155568868	8.741338178931947	1.348754768932784	0.01	BMP	Secreted Signaling
POSTN - ITGAV	47.41611650545694	34.67691509421891	1.3673683595159771	0.01	PERIOSTIN	Secreted Signaling
JAM2 - ITGB1	31.31097784578524	25.81151030289166	1.2130626018531536	0.01	JAM	Cell-Cell Contact
CD46 - JAG1	18.889842755577448	13.755850385342717	1.3732224636366472	0.01	CD46	Cell-Cell Contact
COL4A1 - (ITGA2+ITGB1)	54.94483935361813	64.7362502779452	0.8487491802152946	0.01	COLLAGEN	ECM-Receptor
LAMB1 - ITGA6	28.646675725934134	33.57758840595081	0.8531486948853422	0.01	LAMININ	ECM-Receptor
EFNA1 - EPHA2	85.35301082945684	60.16277177447012	1.4187014379825518	0.01	EPHA	Cell-Cell Contact
COL6A3 - (ITGA2+ITGB1)	55.59207744055904	65.47660981115415	0.849037199709884	0.012	COLLAGEN	ECM-Receptor
SEMA3D - (NRP2+PLXNA1)	5.05931920077111	6.398240197015714	0.7907360531933285	0.012	SEMA3	Secreted Signaling
SEMA3G - (NRP2+PLXNA1)	8.103617565587607	5.653302353164238	1.4334307736171037	0.012	SEMA3	Secreted Signaling
COL2A1 - ITGB1	41.66483123653781	34.179739647611704	1.2189920598019863	0.012	COLLAGEN	ECM-Receptor
SEMA4C - PLXNB2	18.883850082305432	15.096069159540075	1.2509117362099285	0.012	SEMA4	Cell-Cell Contact
SEMA3B - (NRP2+PLXNA4)	30.257932262280836	22.104622809262754	1.3688508744696384	0.012	SEMA3	Secreted Signaling
LAMA2 - ITGAV	9.75686853118086	11.883612278042634	0.8210355826913538	0.012	LAMININ	ECM-Receptor
COL6A3 - (ITGA1+ITGB1)	42.59621631270721	35.336705837368946	1.2054382349262804	0.012	COLLAGEN	ECM-Receptor
DLL1 - NOTCH4	11.885562603873595	8.617789602092358	1.3791892297983044	0.014	NOTCH	Cell-Cell Contact
GRN - SORT1	16.973668572464394	13.631895807422593	1.245143655163664	0.014	GRN	Secreted Signaling
PROS1 - AXL	11.928801231089732	8.973398710528256	1.3293515217477163	0.014	PROS	Secreted Signaling
COL1A2 - (ITGA1+ITGB1)	154.74907226448218	187.6128691340811	0.8248318624341692	0.014	COLLAGEN	ECM-Receptor
WNT5B - FZD5	7.686243069484549	5.288120176246441	1.4534925102515956	0.014	ncWNT	Secreted Signaling
NRTN - GFRA2	5.697385479466269	7.344813774968826	0.7757018290760477	0.014	GDNF	Secreted Signaling
BMP5 - BMPR2	13.874576489967325	10.512995870071899	1.3197547741329452	0.014	BMP	Secreted Signaling
SEMA3A - (NRP1+PLXNA1)	14.283945757673822	11.027402168223611	1.2953137592854114	0.014	SEMA3	Secreted Signaling
SEMA3A - PLXNA2	7.739607401998056	9.57863921907209	0.8080069856465284	0.016	SEMA3	Secreted Signaling
TGFB2 - TGFBR2	18.70869383018741	14.822038370404945	1.262221387008613	0.016	TGFb	Secreted Signaling
CXCL6 - ACKR1	1.1228347647502386	1.957252640108471	0.5736790140122181	0.016	CXCL	Secreted Signaling
COL4A1 - ITGA9	40.870614585144686	34.57711535111023	1.1820134262250532	0.016	COLLAGEN	ECM-Receptor
SPP1 - ITGB1	43.14349282452808	35.08954063612263	1.2295257231185974	0.016	SPP1	Secreted Signaling
WNT11 - FZD5	7.109761792549561	4.965712831491707	1.431770630685822	0.016	ncWNT	Secreted Signaling
THBS2 - SDC1	24.017414347160276	18.97682640222177	1.2656180669043988	0.016	THBS	ECM-Receptor
COL6A2 - ITGA9	48.59237225667529	41.19204472271077	1.179654289651818	0.016	COLLAGEN	ECM-Receptor
THBS4 - CD36	9.41642119675714	7.189204348439275	1.30980018655352	0.016	THBS	ECM-Receptor
MIF - (CD74+CD44)	17.607623360202936	14.755590947894587	1.193284865538733	0.016	MIF	Secreted Signaling
SEMA5B - PLXNA1	10.665558662054295	8.364899429748307	1.2750372854602523	0.018	SEMA5	Cell-Cell Contact
TGFB2 - ACVR1B	8.40096856799518	6.350329256927516	1.3229185807697514	0.018	TGFb	Secreted Signaling
COL9A3 - ITGA1	8.578631182265427	10.310337386113623	0.8320417519817996	0.018	COLLAGEN	ECM-Receptor
DLL3 - NOTCH1	16.898228565151165	14.021599389057071	1.205156993597971	0.018	NOTCH	Cell-Cell Contact
DLL4 - NOTCH4	4.887854331508718	6.3292727246989635	0.7722616079466219	0.018	NOTCH	Cell-Cell Contact
LAMB1 - (ITGA2+ITGB1)	46.98496764454716	55.61471904002885	0.8448297223389657	0.018	LAMININ	ECM-Receptor
SEMA6A - PLXNA4	17.79514423779131	13.41332970278455	1.326676122342472	0.018	SEMA6	Cell-Cell Contact
WNT2B - FZD1	10.414852292710997	12.441924534429669	0.8370772756168632	0.018	WNT	Secreted Signaling
JAM3 - F11R	12.344607285803756	9.530248297666384	1.2953080444741936	0.02	JAM	Cell-Cell Contact
JAG1 - NOTCH2	16.607616038348027	13.539378368617578	1.2266158449964144	0.02	NOTCH	Cell-Cell Contact
SEMA3G - (NRP2+PLXNA3)	7.520746821997579	5.7134047779468675	1.3163336249213182	0.02	SEMA3	Secreted Signaling
LAMB2 - ITGA2	17.636637657030327	20.611302307234205	0.8556779864822116	0.02	LAMININ	ECM-Receptor
FGF7 - FGFR1	9.060556269084827	11.060164805567258	0.8192062621457589	0.02	FGF	Secreted Signaling
MIF - CD44	14.575142896951785	11.86897003314077	1.2280040185673051	0.02	MIF	Secreted Signaling
POSTN - (ITGAV+ITGB5)	54.48803444332974	44.62262161668425	1.2210854600025751	0.02	PERIOSTIN	Secreted Signaling
F11R - JAM2	9.477247979885052	6.97121082292394	1.359483771272607	0.022	JAM	Cell-Cell Contact
GUCA2A - GUCY2C	10.001374156497935	12.80925699605402	0.7807926845076907	0.022	GUCA	Secreted Signaling
COL6A3 - ITGA2	49.8840057674509	58.22876875967539	0.8566900319210697	0.022	COLLAGEN	ECM-Receptor
F11R - JAM3	12.344607285803756	9.480491327801662	1.302106278986094	0.022	JAM	Cell-Cell Contact
BMP2 - (BMPR1A+BMPR2)	7.493725264742924	5.292965153422681	1.4157896467346147	0.022	BMP	Secreted Signaling
HBEGF - ERBB2	25.192692392628718	19.77691202604748	1.273843578787644	0.022	EGF	Secreted Signaling
ANGPTL2 - ITGB1	30.284526911475435	26.049299170399138	1.162585093494145	0.022	ANGPTL	Secreted Signaling
ANGPTL4 - CDH5	12.042404981564678	14.234100943041263	0.8460249811177533	0.024	ANGPTL	Secreted Signaling
PTN - SDC1	37.21467428577493	30.863092276756806	1.20579862678898	0.024	PTN	Secreted Signaling
JAM2 - F11R	9.477247979885052	6.897614331362221	1.3739892555015285	0.026	JAM	Cell-Cell Contact
ANGPTL4 - CDH11	10.489623307614282	12.309114391514498	0.8521834287969154	0.026	ANGPTL	Secreted Signaling
COL1A1 - SDC4	278.51371486807597	230.79067026210504	1.2067806491127768	0.026	COLLAGEN	ECM-Receptor
COL9A3 - ITGA3	8.468165630658222	6.4669183452288115	1.3094591857504894	0.026	COLLAGEN	ECM-Receptor
EFNA3 - EPHA4	3.6333690695250516	4.674567536665803	0.7772631459543742	0.026	EPHA	Cell-Cell Contact
COL4A5 - SDC1	13.472603996667598	10.242759271489936	1.3153295552076214	0.026	COLLAGEN	ECM-Receptor
COL6A2 - ITGA1	45.47153018438535	38.66835238514783	1.1759365832677826	0.026	COLLAGEN	ECM-Receptor
SEMA3F - (NRP2+PLXNA3)	9.39260658802911	6.999964638178312	1.3418077195420612	0.028	SEMA3	Secreted Signaling
COL6A2 - (ITGA1+ITGB1)	49.51616800225155	41.41666226316038	1.19556152757137	0.028	COLLAGEN	ECM-Receptor
NAMPT - ITGA5	12.860307889824256	10.27908419665059	1.251114169685929	0.028	VISFATIN	Secreted Signaling
JAG2 - NOTCH3	12.269255215223954	14.288306494067987	0.8586920514560439	0.028	NOTCH	Cell-Cell Contact
LAMA4 - SV2C	49.20806061805988	41.12676487935717	1.1964972387788997	0.028	LAMININ	ECM-Receptor
COL6A1 - CD44	49.11699970844219	43.40483557453893	1.1316020221777774	0.028	COLLAGEN	ECM-Receptor
MDK - SDC2	41.861641329369604	49.992619974773156	0.837356420817582	0.03	MK	Secreted Signaling
COL6A3 - SDC1	49.10193583138337	42.19088604307617	1.163804329239522	0.03	COLLAGEN	ECM-Receptor
BMP2 - BMPR2	12.184233877903111	10.1787671714695	1.197024519045373	0.03	BMP	Secreted Signaling
LAMB1 - SV2A	64.33821344385805	53.562519200760114	1.2011797503905495	0.03	LAMININ	ECM-Receptor
PYY - GPR83	45.37263454692801	34.176042616899345	1.3276152261260403	0.03	NPY	Secreted Signaling
NRG2 - ERBB3	27.38976829440652	20.56832633859274	1.331647886343313	0.03	NRG	Secreted Signaling
COL6A2 - ITGA2	59.79593357974094	69.0827675814259	0.8655694563663966	0.03	COLLAGEN	ECM-Receptor
COL9A3 - (ITGA1+ITGB1)	9.75979753632443	11.599712253496646	0.8413827276950263	0.03	COLLAGEN	ECM-Receptor
BMP2 - (BMPR1A+ACVR2B)	6.006784891987432	4.585861599707046	1.3098487081187005	0.03	BMP	Secreted Signaling
LAMA3 - ITGB1	46.78548341573569	54.27132567852851	0.8620663459165424	0.03	LAMININ	ECM-Receptor
WNT2B - (FZD6+LRP6)	4.4463457777138	5.740809359373507	0.7745154906518319	0.032	WNT	Secreted Signaling
BMP7 - (BMPR1A+BMPR2)	8.065794598340563	6.192448370071994	1.3025210896101165	0.032	BMP	Secreted Signaling
SEMA3G - NRP2	18.784302964804574	15.64487076619341	1.2006684647977457	0.032	SEMA3	Secreted Signaling
LAMB1 - (ITGA1+ITGB1)	35.887280412431025	30.763287867313203	1.1665619282054114	0.032	LAMININ	ECM-Receptor
NPY - NPY1R	6.599768439525438	5.054463232207618	1.305730823694781	0.032	NPY	Secreted Signaling
SEMA3C - PLXNA2	11.055140510078193	8.710501303957223	1.2691738539842465	0.032	SEMA3	Secreted Signaling
SEMA4A - NRP1	25.13121031319008	20.258116415361904	1.2405501971611175	0.032	SEMA4	Cell-Cell Contact
COL1A2 - SDC4	276.16161866022844	234.39599622208613	1.1781840266527852	0.034	COLLAGEN	ECM-Receptor
LAMC1 - SV2C	35.68312113297017	29.647754895408212	1.2035690816675195	0.034	LAMININ	ECM-Receptor
LAMB2 - DAG1	17.354098136648737	14.587990319038552	1.1896154135775772	0.034	LAMININ	ECM-Receptor
COL9A1 - SDC1	9.404110789565891	7.3064514369475875	1.2870968719521991	0.034	COLLAGEN	ECM-Receptor
LAMA5 - SV2A	17.880354691431283	15.16042650401069	1.1794097406627073	0.036	LAMININ	ECM-Receptor
BMP5 - (ACVR1+ACVR2A)	7.990466525187209	6.048323643227691	1.3211043251850678	0.036	BMP	Secreted Signaling
BMP5 - ACVR2A	8.863715908923867	6.699459661971263	1.3230493735543725	0.036	BMP	Secreted Signaling
LAMA4 - CD44	23.433814181385028	20.567632023223123	1.1393540177559414	0.036	LAMININ	ECM-Receptor
LAMB2 - CD44	17.36666052220695	14.706464107950069	1.1808862004306544	0.036	LAMININ	ECM-Receptor
BTC - ERBB2	24.338370857637845	19.543053239256036	1.2453719774323428	0.038	EGF	Secreted Signaling
SEMA3F - NRP2	13.741032904881486	11.243688686751867	1.22211075810665	0.038	SEMA3	Secreted Signaling
SEMA5B - PLXNA3	10.429160831100429	8.307018290298208	1.255463809834231	0.038	SEMA5	Cell-Cell Contact
SEMA4A - (NRP1+PLXNA3)	9.364887074732394	7.379825433777529	1.268984904692897	0.038	SEMA4	Cell-Cell Contact
COL9A2 - ITGA1	12.466289823980759	10.395842639358321	1.1991610739454437	0.038	COLLAGEN	ECM-Receptor
FGF7 - FGFR2	11.126524652622251	8.989120095986202	1.2377768384238672	0.038	FGF	Secreted Signaling
LAMC3 - ITGB8	7.748633637073181	6.18711069421626	1.2523832237746513	0.038	LAMININ	ECM-Receptor
INHBA - (ACVR1B+ACVR2B)	4.075041425254919	2.9347257374439306	1.3885595417867476	0.038	ACTIVIN	Secreted Signaling
COL9A3 - (ITGA2+ITGB1)	10.071113909206444	7.675544256699684	1.3121042068666025	0.038	COLLAGEN	ECM-Receptor
TNC - SDC1	12.046635019422983	9.143797294471801	1.3174652315079418	0.04	TENASCIN	ECM-Receptor
LAMA2 - ITGB1	40.905178359401425	46.95573637281043	0.8711433686106016	0.04	LAMININ	ECM-Receptor
IGF1 - ITGB4	6.571483828877707	4.890179743258151	1.3438123287671555	0.04	IGF	Secreted Signaling
LAMC1 - (ITGA6+ITGB1)	21.783137075919363	18.767877895169025	1.160660635027175	0.04	LAMININ	ECM-Receptor
NRXN3 - NLGN3	5.870440967993746	4.178268987777245	1.4049935476070683	0.04	NRXN	Cell-Cell Contact
LAMB3 - ITGA3	11.117998300228749	8.719363213297608	1.2750929200051058	0.042	LAMININ	ECM-Receptor
NCAM1 - NCAM2	15.320785056061835	17.731034304473987	0.8640660659144974	0.042	NCAM	Cell-Cell Contact
WNT2B - FZD2	5.898319206970802	7.324897604476693	0.8052425474679644	0.042	WNT	Secreted Signaling
HLA-DPB1 - CD4	4.38206038311183	5.650133312973702	0.7755676088296619	0.042	MHC-II	Cell-Cell Contact
FN1 - ITGA8	58.55420844952593	67.23737604484377	0.8708580241214853	0.042	FN1	ECM-Receptor
WNT2B - (FZD8+LRP6)	6.590839040030939	5.112402876935186	1.289186161318737	0.042	WNT	Secreted Signaling
LAMC1 - ITGA2	20.288373469743316	22.888554838904756	0.8863981851426552	0.044	LAMININ	ECM-Receptor
JAG2 - NOTCH4	4.865458554534538	6.045157876873621	0.8048521897414548	0.044	NOTCH	Cell-Cell Contact
COL4A6 - CD44	5.522074083610285	6.719232917064202	0.8218310262152684	0.044	COLLAGEN	ECM-Receptor
COL9A2 - (ITGA1+ITGB1)	13.929770048091079	11.828673724121773	1.177627380125011	0.044	COLLAGEN	ECM-Receptor
COL2A1 - ITGA2	8.426470091819684	6.409879460968745	1.314606638569482	0.044	COLLAGEN	ECM-Receptor
LAMA3 - DAG1	7.658670866443893	9.019356055797711	0.8491372132404996	0.044	LAMININ	ECM-Receptor
DLL3 - NOTCH3	18.21814253835671	15.444119188813506	1.179616805311402	0.046	NOTCH	Cell-Cell Contact
SEMA3G - (NRP2+PLXNA4)	4.3032888965174445	3.1977629573493216	1.345718539464386	0.046	SEMA3	Secreted Signaling
COL4A2 - ITGA2	34.5731240243282	39.06751326044091	0.884958399933183	0.046	COLLAGEN	ECM-Receptor
LAMA3 - ITGA3	3.243170834864906	4.2945201190454485	0.7551881805098569	0.046	LAMININ	ECM-Receptor
GDF11 - (TGFBR1+ACVR2A)	6.748819177303131	5.094009828973133	1.3248539763150753	0.046	GDF	Secreted Signaling
LAMA5 - ITGA6	9.799501562431871	11.475902870515638	0.8539198765448908	0.048	LAMININ	ECM-Receptor
COL4A6 - (ITGA9+ITGB1)	8.43669525200259	9.954543826532248	0.8475220360691893	0.048	COLLAGEN	ECM-Receptor
JAM2 - ITGA3	8.446076878010928	6.841623269480393	1.2345135862256253	0.05	JAM	Cell-Cell Contact
PDGFD - PDGFRB	28.32694045678893	24.3194798710677	1.1647839759307028	0.05	PDGF	Secreted Signaling
CALCA - CALCRL	15.255049050870184	11.605856623192906	1.314426805892536	0.05	CALCR	Secreted Signaling
SPP1 - ITGA9	10.806856640172109	8.598076661819581	1.2568923336262847	0.05	SPP1	Secreted Signaling
EFNB3 - EPHB3	10.233700288417857	8.666882492382658	1.1807821667609175	0.05	EPHB	Cell-Cell Contact
CALCB - CALCRL	10.23772606963326	8.429615581790124	1.2144950111069197	0.052	CALCR	Secreted Signaling
COL9A1 - (ITGA2+ITGB1)	5.15236520301533	6.578344139283994	0.783231325987778	0.052	COLLAGEN	ECM-Receptor
LAMA2 - DAG1	7.367887149137155	8.688760007564367	0.8479791296712913	0.052	LAMININ	ECM-Receptor
COL4A5 - (ITGA1+ITGB1)	14.433093096979178	12.030681536383941	1.1996903960369754	0.054	COLLAGEN	ECM-Receptor
WNT2B - FZD5	6.984178234815148	5.385399014048816	1.2968729367305225	0.054	WNT	Secreted Signaling
SEMA3G - PLXNA4	3.9545786541305867	2.9250697795949154	1.3519604495309665	0.054	SEMA3	Secreted Signaling
SEMA3C - PLXNA1	10.916011524189344	9.120583760452961	1.196854478933837	0.054	SEMA3	Secreted Signaling
LAMA2 - (ITGA6+ITGB1)	6.895187123353004	8.24932756815442	0.8358483847787885	0.056	LAMININ	ECM-Receptor
TGFB3 - ACVR1B	7.7809234162457095	6.329795024901799	1.2292536149488384	0.056	TGFb	Secreted Signaling
ANGPTL4 - ITGA5	8.587790790409267	9.972133717446836	0.8611788643973376	0.056	ANGPTL	Secreted Signaling
NRG1 - (ERBB2+ERBB3)	9.421826348872695	7.536626002304087	1.2501385030904104	0.056	NRG	Secreted Signaling
TNC - ITGB1	31.563981383099467	28.010365803931126	1.1268678747019294	0.056	TENASCIN	ECM-Receptor
SPP1 - CD44	10.091054732817176	7.845641775780532	1.2861987611986345	0.058	SPP1	Secreted Signaling
EFNA5 - EPHA4	6.683235866535206	5.198713280245142	1.2855557724122193	0.058	EPHA	Cell-Cell Contact
WNT11 - FZD10	4.469337796914164	3.328508517719141	1.3427448880247348	0.058	ncWNT	Secreted Signaling
COL4A6 - (ITGA1+ITGB1)	10.949755288639624	12.702743627683697	0.8619992349350654	0.058	COLLAGEN	ECM-Receptor
THBS2 - ITGB1	35.50256883913276	29.809073267646436	1.1909987445891455	0.058	THBS	ECM-Receptor
THBS2 - ITGA3	26.10057220733839	22.73524746143209	1.1480223495088504	0.058	THBS	ECM-Receptor
LAMC3 - (ITGA6+ITGB4)	8.61297305942709	6.890243129644225	1.2500245488248565	0.06	LAMININ	ECM-Receptor
SEMA6B - PLXNA4	3.814215107774397	2.793741052194494	1.3652715253542618	0.06	SEMA6	Cell-Cell Contact
NPY - GPR83	6.473266073316337	5.154843721897278	1.255763786944409	0.062	NPY	Secreted Signaling
LAMB1 - ITGA9	34.23843548352424	30.2300015543854	1.1325978737357143	0.062	LAMININ	ECM-Receptor
COL9A1 - ITGB8	6.6757109070987655	5.278647368630166	1.2646631685933483	0.062	COLLAGEN	ECM-Receptor
BMP5 - BMPR1A	9.816473126494209	8.26488705388288	1.1877322778273645	0.062	BMP	Secreted Signaling
TGFB2 - ACVR1	5.782545017754468	4.5448099285120405	1.2723403417769903	0.062	TGFb	Secreted Signaling
SPP1 - (ITGA9+ITGB1)	13.063712392544465	10.889485532692333	1.1996629549967888	0.062	SPP1	Secreted Signaling
BMP5 - (ACVR1+BMPR2)	6.565639013319493	5.435375380794663	1.2079458277193695	0.064	BMP	Secreted Signaling
SEMA3C - PLXND1	14.426100328710984	12.224273386959561	1.1801192489772239	0.064	SEMA3	Secreted Signaling
COL6A1 - ITGA2	64.79322363056208	72.52558322234303	0.8933843859197146	0.068	COLLAGEN	ECM-Receptor
LAMA2 - (ITGA9+ITGB1)	9.67695750293986	11.39210309986594	0.8494443403565876	0.068	LAMININ	ECM-Receptor
LAMA4 - DAG1	22.2352311202145	19.92855572917663	1.1157472434221993	0.068	LAMININ	ECM-Receptor
GAS6 - TYRO3	9.982575782465918	8.390517175013752	1.189744991189957	0.068	GAS	Secreted Signaling
COL4A6 - ITGA3	5.798979957535144	4.49900084208668	1.288948404562983	0.068	COLLAGEN	ECM-Receptor
COL4A1 - (ITGA3+ITGB1)	56.169440059539895	64.36416595675645	0.8726818599230782	0.068	COLLAGEN	ECM-Receptor
EDN3 - EDNRB	10.174011607752277	8.574928537968026	1.186483544755369	0.07	EDN	Secreted Signaling
COL9A3 - (ITGA9+ITGB1)	11.956858282782573	9.89694051206468	1.2081368245274173	0.07	COLLAGEN	ECM-Receptor
ANGPTL4 - SDC4	8.140034747861305	6.766007424457745	1.2030780099999197	0.07	ANGPTL	Secreted Signaling
BMP2 - BMPR1A	9.077137837250351	7.76783434355628	1.1685545077026764	0.07	BMP	Secreted Signaling
COL4A2 - ITGB1	20.41949503939392	23.0550764784427	0.8856832489142622	0.07	COLLAGEN	ECM-Receptor
LAMA5 - SV2C	20.053142010917195	17.33180955890927	1.1570137522431434	0.072	LAMININ	ECM-Receptor
COL4A1 - (ITGA9+ITGB1)	41.8691945712974	37.43753895844981	1.118374651115985	0.072	COLLAGEN	ECM-Receptor
WNT2B - (FZD6+LRP5)	9.472919488972227	3.7819640336136544	2.504761918616366	0.072	WNT	Secreted Signaling
SEMA3F - PLXNA4	9.490564517958708	7.766603290108076	1.2219710681046827	0.072	SEMA3	Secreted Signaling
SEMA3C - (NRP1+PLXNA2)	7.979724629962198	9.443766765959415	0.8449726499732672	0.074	SEMA3	Secreted Signaling
DLL4 - NOTCH2	12.391530858478344	14.11119038649812	0.8781350487861618	0.074	NOTCH	Cell-Cell Contact
COL6A2 - (ITGA9+ITGB1)	50.04308748605018	44.40147482254544	1.1270591277891548	0.074	COLLAGEN	ECM-Receptor
BMP7 - (ACVR1+ACVR2A)	9.46476270279047	7.807635209907195	1.2122444822704481	0.076	BMP	Secreted Signaling
FGF9 - FGFR4	10.421472346709752	8.722477092624414	1.194783573065727	0.076	FGF	Secreted Signaling
SEMA4A - PLXNA4	4.0679140760352634	3.073050089985497	1.3237382915728724	0.076	SEMA4	Cell-Cell Contact
COL9A3 - ITGB1	32.89694767925311	29.970562602232036	1.0976419800942654	0.078	COLLAGEN	ECM-Receptor
NCAM2 - L1CAM	6.933805252251616	8.108985237757498	0.8550768128132796	0.078	NCAM	Cell-Cell Contact
COL4A6 - ITGB1	43.98664148190159	39.62864072720226	1.109970987516306	0.078	COLLAGEN	ECM-Receptor
FN1 - (ITGA5+ITGB1)	70.96273961211251	63.52356297145375	1.1171089323815446	0.08	FN1	ECM-Receptor
FGF2 - FGFR1	11.107971781812276	12.479403757035456	0.8901043670095204	0.08	FGF	Secreted Signaling
COL9A1 - ITGB1	37.400043489531384	33.559554192098126	1.1144380308346746	0.08	COLLAGEN	ECM-Receptor
COL2A1 - (ITGA2+ITGB1)	10.241986003738191	7.963158507160625	1.28617130935274	0.082	COLLAGEN	ECM-Receptor
NRG1 - ERBB2	21.91989705276261	18.94220446538079	1.1571988409703802	0.082	NRG	Secreted Signaling
THBS2 - CD47	19.728023446025233	17.506057826771123	1.1269255272227063	0.082	THBS	ECM-Receptor
EFNB3 - EPHA4	4.188948360575277	5.084951698306664	0.8237931467412435	0.082	EPHB	Cell-Cell Contact
THBS1 - ITGB1	29.34025833695506	32.602582748323634	0.8999366265994274	0.082	THBS	ECM-Receptor
CLCF1 - (CNTFR+LIFR)	6.608174199050751	5.431998637793251	1.2165272194794439	0.084	LIFR	Secreted Signaling
TGFB3 - (TGFBR1+TGFBR2)	5.371606603646933	6.414000147297398	0.8374815217162589	0.084	TGFb	Secreted Signaling
WNT2B - (FZD1+LRP5)	4.169996303026421	5.242874053818829	0.7953645767990669	0.084	WNT	Secreted Signaling
COL4A6 - (ITGAV+ITGB8)	3.3264947660408373	4.116648886865329	0.808058898745148	0.084	COLLAGEN	ECM-Receptor
SPP1 - (ITGA5+ITGB1)	14.921075114672838	12.994101301579466	1.1482960435947305	0.086	SPP1	Secreted Signaling
THBS1 - CD36	8.590127626316097	7.228229888797416	1.1884137276305229	0.086	THBS	ECM-Receptor
HLA-DRA - CD4	8.379793656525798	9.836892787681116	0.8518740457372816	0.086	MHC-II	Cell-Cell Contact
ANGPTL4 - (ITGA5+ITGB1)	10.305359721403264	11.822996904575069	0.8716368450892061	0.086	ANGPTL	Secreted Signaling
LAMB2 - (ITGA2+ITGB1)	21.180298304004005	23.974629880462505	0.8834463101040126	0.088	LAMININ	ECM-Receptor
COL9A3 - ITGA2	7.564349419032567	6.2958452491362475	1.2014827429359625	0.088	COLLAGEN	ECM-Receptor
LAMA5 - ITGA9	13.07764417646666	11.436649577985543	1.1434856062775478	0.088	LAMININ	ECM-Receptor
LAMA2 - ITGB8	5.0824448901169745	4.1257615509610375	1.2318804243384087	0.088	LAMININ	ECM-Receptor
COL9A1 - (ITGA9+ITGB1)	8.459906755184527	9.793956310251328	0.8637884923306782	0.088	COLLAGEN	ECM-Receptor
LAMA1 - (ITGA2+ITGB1)	4.241282551321977	5.35433568336317	0.7921211523028641	0.09	LAMININ	ECM-Receptor
COL9A1 - CD44	5.889636381712022	7.045584359288335	0.8359329874388058	0.09	COLLAGEN	ECM-Receptor
NRG2 - (ERBB2+ERBB3)	11.304983037864927	9.487384994187911	1.1915805087271676	0.092	NRG	Secreted Signaling
SEMA4A - (NRP1+PLXNA4)	4.032969857430141	3.141897312303001	1.2836096971208732	0.094	SEMA4	Cell-Cell Contact
NTF3 - NTRK3	7.068755897636235	5.807845075171764	1.2171047619460098	0.094	NT	Secreted Signaling
COL4A6 - ITGA2	5.305131177205634	4.256713612575066	1.2462974162822142	0.094	COLLAGEN	ECM-Receptor
SEMA3D - (NRP1+PLXNA2)	5.159499739373135	6.304045220581174	0.818442691770139	0.094	SEMA3	Secreted Signaling
LAMA1 - ITGB4	5.7110544407762776	4.754181610475629	1.201269726043326	0.096	LAMININ	ECM-Receptor
MIF - CXCR4	14.04516541664617	12.506239502617133	1.1230526501357176	0.096	MIF	Secreted Signaling
LAMB1 - (ITGA9+ITGB1)	36.00810240631237	32.715533803105686	1.1006423622192012	0.098	LAMININ	ECM-Receptor
NRXN3 - NLGN1	5.038428147797438	4.057841935557005	1.2416521460947028	0.098	NRXN	Cell-Cell Contact
MDK - (ITGA6+ITGB1)	64.29242211397838	70.63639407003608	0.9101883379017388	0.098	MK	Secreted Signaling
L1CAM - ITGAV	12.747247961312473	10.963476492926647	1.1627012626457192	0.098	L1CAM	Cell-Cell Contact
LAMA5 - (ITGA9+ITGB1)	14.576332865151764	12.947044616399046	1.1258424835185183	0.098	LAMININ	ECM-Receptor
COL4A2 - SDC1	31.65806627170237	28.749482132626945	1.101169966320004	0.1	COLLAGEN	ECM-Receptor
LAMA5 - ITGA2	12.251739050211492	13.840040181826726	0.8852386907300441	0.1	LAMININ	ECM-Receptor
LAMA2 - (ITGA6+ITGB4)	4.317214573545827	3.5584152904600774	1.2132407887072794	0.1	LAMININ	ECM-Receptor
GDF11 - TGFBR1	9.929615762412753	8.681661359214413	1.1437460356448717	0.1	GDF	Secreted Signaling
EFNB3 - EPHB6	4.072200406179514	4.823567205652741	0.8442300547626453	0.1	EPHB	Cell-Cell Contact
