id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	rank	Endothelial|Endothelial	Endothelial|Epithelial	Endothelial|Fibroblasts	Endothelial|Immune	Endothelial|Muscle	Endothelial|Myofibroblast_Mesothelium	Endothelial|Neural	Endothelial|Pericytes	Epithelial|Endothelial	Epithelial|Epithelial	Epithelial|Fibroblasts	Epithelial|Immune	Epithelial|Muscle	Epithelial|Myofibroblast_Mesothelium	Epithelial|Neural	Epithelial|Pericytes	Fibroblasts|Endothelial	Fibroblasts|Epithelial	Fibroblasts|Fibroblasts	Fibroblasts|Immune	Fibroblasts|Muscle	Fibroblasts|Myofibroblast_Mesothelium	Fibroblasts|Neural	Fibroblasts|Pericytes	Immune|Endothelial	Immune|Epithelial	Immune|Fibroblasts	Immune|Immune	Immune|Muscle	Immune|Myofibroblast_Mesothelium	Immune|Neural	Immune|Pericytes	Muscle|Endothelial	Muscle|Epithelial	Muscle|Fibroblasts	Muscle|Immune	Muscle|Muscle	Muscle|Myofibroblast_Mesothelium	Muscle|Neural	Muscle|Pericytes	Myofibroblast_Mesothelium|Endothelial	Myofibroblast_Mesothelium|Epithelial	Myofibroblast_Mesothelium|Fibroblasts	Myofibroblast_Mesothelium|Immune	Myofibroblast_Mesothelium|Muscle	Myofibroblast_Mesothelium|Myofibroblast_Mesothelium	Myofibroblast_Mesothelium|Neural	Myofibroblast_Mesothelium|Pericytes	Neural|Endothelial	Neural|Epithelial	Neural|Fibroblasts	Neural|Immune	Neural|Muscle	Neural|Myofibroblast_Mesothelium	Neural|Neural	Neural|Pericytes	Pericytes|Endothelial	Pericytes|Epithelial	Pericytes|Fibroblasts	Pericytes|Immune	Pericytes|Muscle	Pericytes|Myofibroblast_Mesothelium	Pericytes|Neural	Pericytes|Pericytes
CPI-SS06EB91EE2	SHH_PTCH1	simple:Q15465	simple:Q13635	SHH	PTCH1	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC0E6B2B64E	BMP5_Q04771_Q13705	simple:P22003	complex:Q04771_Q13705	BMP5		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC09085997B	BMP6_Q04771_Q13705	simple:P22004	complex:Q04771_Q13705	BMP6		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC033623B7C	BMP8B_Q04771_Q13705	simple:P34820	complex:Q04771_Q13705	BMP8B		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC0AB3D5AC9	BMP7_Q04771_Q13873	simple:P18075	complex:Q04771_Q13873	BMP7		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC0488382C7	BMP5_Q04771_Q13873	simple:P22003	complex:Q04771_Q13873	BMP5		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC0D18384F3	BMP6_Q04771_Q13873	simple:P22004	complex:Q04771_Q13873	BMP6		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC0CC5A410F	BMP8B_Q04771_Q13873	simple:P34820	complex:Q04771_Q13873	BMP8B		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC041F09999	BMP5_P36894_Q13705	simple:P22003	complex:P36894_Q13705	BMP5		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS0F361D98E	WNT11_FZD9	simple:O96014	simple:O00144	WNT11	FZD9	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC0F4AF00A6	BMP7_P36894_Q13705	simple:P18075	complex:P36894_Q13705	BMP7		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS0F5860436	DHH_PTCH1	simple:O43323	simple:Q13635	DHH	PTCH1	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC083EB500B	BMP7_Q04771_Q13705	simple:P18075	complex:Q04771_Q13705	BMP7		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC023F34EB8	BMP4_P36894_Q13705	simple:P12644	complex:P36894_Q13705	BMP4		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS07E1666A5	WNT5B_FZD9	simple:Q9H1J7	simple:O00144	WNT5B	FZD9	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS070BA2CC2	WNT11_FZD6	simple:O96014	simple:O60353	WNT11	FZD6	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS06B22F8E9	FGF23_FGFR3	simple:Q9GZV9	simple:P22607	FGF23	FGFR3	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS05D62446A	FGF9_FGFR3	simple:P31371	simple:P22607	FGF9	FGFR3	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS0D636A374	FGF2_FGFR3	simple:P09038	simple:P22607	FGF2	FGFR3	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS015819E65	FGF1_FGFR3	simple:P05230	simple:P22607	FGF1	FGFR3	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS0E134097C	FGF18_FGFR3	simple:O76093	simple:P22607	FGF18	FGFR3	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS06C087B42	WNT5A_FZD6	simple:P41221	simple:O60353	WNT5A	FZD6	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS0BC9F7E9E	FGF17_FGFR3	simple:O60258	simple:P22607	FGF17	FGFR3	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS0C6C28D2F	WNT5A_FZD9	simple:P41221	simple:O00144	WNT5A	FZD9	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC0165E8AB7	BMP8B_Q04771_P27037	simple:P34820	complex:Q04771_P27037	BMP8B		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS06AAF408A	DHH_PTCH2	simple:O43323	simple:Q9Y6C5	DHH	PTCH2	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC0BC00868E	BMP6_P36894_Q13873	simple:P22004	complex:P36894_Q13873	BMP6		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC03B649AD6	BMP5_P36894_Q13873	simple:P22003	complex:P36894_Q13873	BMP5		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC0973C5E87	BMP6_P36894_P27037	simple:P22004	complex:P36894_P27037	BMP6		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC09274D302	BMP5_P36894_P27037	simple:P22003	complex:P36894_P27037	BMP5		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC0C72C9A68	BMP7_P36894_Q13873	simple:P18075	complex:P36894_Q13873	BMP7		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC06E958100	BMP4_P36894_Q13873	simple:P12644	complex:P36894_Q13873	BMP4		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC06DC452F4	BMP2_P36894_Q13873	simple:P12643	complex:P36894_Q13873	BMP2		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC0A4764C3E	BMP7_P36894_P27037	simple:P18075	complex:P36894_P27037	BMP7		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC04E32E133	BMP4_P36894_P27037	simple:P12644	complex:P36894_P27037	BMP4		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC00A3D7B85	BMP2_P36894_P27037	simple:P12643	complex:P36894_P27037	BMP2		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC0AC81463A	ANGPTL1_P56199_P05556	simple:O95841	complex:P56199_P05556	ANGPTL1		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS0247B3C14	TNFSF13B_TNFRSF13C	simple:Q9Y275	simple:Q96RJ3	TNFSF13B	TNFRSF13C	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC03B881D69	GDF6_P36894_Q13705	simple:Q6KF10	complex:P36894_Q13705	GDF6		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC020222AEA	GDF6_P36894_P27037	simple:Q6KF10	complex:P36894_P27037	GDF6		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC059B9E436	GDF9_P36896_Q13873	simple:O60383	complex:P36896_Q13873	GDF9		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC00536C03B	BMP8B_P36894_Q13705	simple:P34820	complex:P36894_Q13705	BMP8B		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS0859C173B	TNFSF14_LTBR	simple:O43557	simple:P36941	TNFSF14	LTBR	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC054081D62	BMP6_P36894_Q13705	simple:P22004	complex:P36894_Q13705	BMP6		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS0763C3EE5	SHH_PTCH2	simple:Q15465	simple:Q9Y6C5	SHH	PTCH2	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC0BD2322CB	GDF6_P36894_Q13873	simple:Q6KF10	complex:P36894_Q13873	GDF6		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS0A38C4550	IHH_PTCH2	simple:Q14623	simple:Q9Y6C5	IHH	PTCH2	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC0C966149F	BMP2_P36894_Q13705	simple:P12643	complex:P36894_Q13705	BMP2		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC0A4D03098	BMP7_Q04771_P27037	simple:P18075	complex:Q04771_P27037	BMP7		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC0725152DF	BMP5_Q04771_P27037	simple:P22003	complex:Q04771_P27037	BMP5		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC08530770D	BMP6_Q04771_P27037	simple:P22004	complex:Q04771_P27037	BMP6		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC06411C510	BMP8B_P36894_Q13873	simple:P34820	complex:P36894_Q13873	BMP8B		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS010BB499F	CCL2_ACKR2	simple:P13500	simple:O00590	CCL2	ACKR2	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS0CCA2F0BE	WNT5A_FZD7	simple:P41221	simple:O75084	WNT5A	FZD7	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC085ED634B	CTF1_P42702_P40189	simple:Q16619	complex:P42702_P40189	CTF1		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC0A174E3F3	LIF_P42702_P40189	simple:P15018	complex:P42702_P40189	LIF		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC0DDE73534	IL7_P16871_P31785	simple:P13232	complex:P16871_P31785	IL7		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS08719F19E	APELA_APLNR	simple:P0DMC3	simple:P35414	APELA	APLNR	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS08376F0E6	CSF3_CSF3R	simple:P09919	simple:Q99062	CSF3	CSF3R	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS015162AFC	IL34_CSF1R	simple:Q6ZMJ4	simple:P07333	IL34	CSF1R	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS075B1AA3A	PSAP_GPR37L1	simple:P07602	simple:O60883	PSAP	GPR37L1	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS0D8DE8E59	PSAP_GPR37	simple:P07602	simple:O15354	PSAP	GPR37	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS0C4D532A8	CALCA_CALCRL	simple:P06881	simple:Q16602	CALCA	CALCRL	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS03D5CBF55	EDN3_EDNRA	simple:P14138	simple:P25101	EDN3	EDNRA	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS0696491A3	EDN3_EDNRB	simple:P14138	simple:P24530	EDN3	EDNRB	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC0691A5039	IL6_P08887_P40189	simple:P05231	complex:P08887_P40189	IL6		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC0F3EF4354	AMH_Q16671_Q04771	simple:P03971	complex:Q16671_Q04771	AMH		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC0D0875A7D	AMH_Q16671_P36894	simple:P03971	complex:Q16671_P36894	AMH		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS0275F086A	IL1B_IL1R2	simple:P01584	simple:P27930	IL1B	IL1R2	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC097AC037F	OSM_Q99650_P40189	simple:P13725	complex:Q99650_P40189	OSM		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS06DFB4087	IL1A_IL1R2	simple:P01583	simple:P27930	IL1A	IL1R2	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS0109FE6AE	HGF_MET	simple:P14210	simple:P08581	HGF	MET	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS061ED1543	TAC1_TACR2	simple:P20366	simple:P21452	TAC1	TACR2	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS0CDEE4A57	RARRES2_CMKLR1	simple:Q99969	simple:Q99788	RARRES2	CMKLR1	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS05A8552D7	EDA_EDAR	simple:Q92838	simple:Q9UNE0	EDA	EDAR	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS0B281803E	ENHO_GPR19	simple:Q6UWT2	simple:Q15760	ENHO	GPR19	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS0BE275E5E	IL16_CD4	simple:Q14005	simple:P01730	IL16	CD4	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS01B7CB0E7	GUCA2B_GUCY2C	simple:Q16661	simple:P25092	GUCA2B	GUCY2C	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS0079E2156	CCL20_CCR6	simple:P78556	simple:P51684	CCL20	CCR6	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS0388C9C86	CX3CL1_CX3CR1	simple:P78423	simple:P49238	CX3CL1	CX3CR1	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS0431D2256	TNFSF9_TNFRSF9	simple:P41273	simple:Q07011	TNFSF9	TNFRSF9	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS01F980BBB	ARTN_GFRA3	simple:Q5T4W7	simple:O60609	ARTN	GFRA3	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS04EE13FF7	NPPC_NPR2	simple:P23582	simple:P20594	NPPC	NPR2	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS04456F441	TNFSF4_TNFRSF4	simple:P23510	simple:P43489	TNFSF4	TNFRSF4	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS0BE567EFB	GAL_GALR1	simple:P22466	simple:P47211	GAL	GALR1	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS04BCE85CA	GAL_GALR2	simple:P22466	simple:O43603	GAL	GALR2	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC08C22BB9B	IL11_Q14626_P40189	simple:P20809	complex:Q14626_P40189	IL11		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS02A8BD654	TAC1_TACR1	simple:P20366	simple:P25103	TAC1	TACR1	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS0133239EA	ADCYAP1_ADCYAP1R1	simple:P18509	simple:P41586	ADCYAP1	ADCYAP1R1	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC0CE052837	IL1B_P14778_Q9NPH3	simple:P01584	complex:P14778_Q9NPH3	IL1B		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC0A571192D	IL1A_P14778_Q9NPH3	simple:P01583	complex:P14778_Q9NPH3	IL1A		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS0785718FF	PYY_GPR83	simple:P10082	simple:Q9NYM4	PYY	GPR83	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS03D0D3808	WNT5B_FZD10	simple:Q9H1J7	simple:Q9ULW2	WNT5B	FZD10	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS0BC3B9EF8	WNT5A_FZD10	simple:P41221	simple:Q9ULW2	WNT5A	FZD10	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS0398DF005	WNT11_FZD10	simple:O96014	simple:Q9ULW2	WNT11	FZD10	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS0FA5D6D20	WNT5A_FZD4	simple:P41221	simple:Q9ULV1	WNT5A	FZD4	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS0874B02CC	WNT11_FZD4	simple:O96014	simple:Q9ULV1	WNT11	FZD4	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS039AA1507	WNT5B_FZD3	simple:Q9H1J7	simple:Q9NPG1	WNT5B	FZD3	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS002673EFE	WNT5A_FZD3	simple:P41221	simple:Q9NPG1	WNT5A	FZD3	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS0004E25A6	WNT11_FZD3	simple:O96014	simple:Q9NPG1	WNT11	FZD3	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS0257E914A	WNT5B_FZD8	simple:Q9H1J7	simple:Q9H461	WNT5B	FZD8	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS0F6456A20	WNT5A_FZD8	simple:P41221	simple:Q9H461	WNT5A	FZD8	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS007B937D1	WNT11_FZD8	simple:O96014	simple:Q9H461	WNT11	FZD8	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS01C2BA5C8	WNT5A_FZD2	simple:P41221	simple:Q14332	WNT5A	FZD2	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS0D3F936F9	WNT11_FZD2	simple:O96014	simple:Q14332	WNT11	FZD2	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS0E32BEF02	WNT5A_FZD5	simple:P41221	simple:Q13467	WNT5A	FZD5	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS0246C5473	WNT11_FZD5	simple:O96014	simple:Q13467	WNT11	FZD5	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS03D254C51	WNT11_FZD1	simple:O96014	simple:Q9UP38	WNT11	FZD1	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS0B2D5BA95	WNT5A_FZD1	simple:P41221	simple:Q9UP38	WNT5A	FZD1	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS0709500FF	WNT5A_MCAM	simple:P41221	simple:P43121	WNT5A	MCAM	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS0F21F1570	KNG1_BDKRB2	simple:P01042	simple:P30411	KNG1	BDKRB2	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS08171C005	NPY_GPR83	simple:P01303	simple:Q9NYM4	NPY	GPR83	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS0A9F17199	PYY_NPY1R	simple:P10082	simple:P25929	PYY	NPY1R	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS05B60E59C	VIP_VIPR2	simple:P01282	simple:P41587	VIP	VIPR2	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS0D6DD505A	GCG_GIPR	simple:P01275	simple:P48546	GCG	GIPR	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS04D518182	GCG_GLP2R	simple:P01275	simple:O95838	GCG	GLP2R	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS0483CE4ED	PTHLH_PTH1R	simple:P12272	simple:Q03431	PTHLH	PTH1R	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS00689751B	PRL_PRLR	simple:P01236	simple:P16471	PRL	PRLR	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS02C1CD5FD	WNT11_FZD7	simple:O96014	simple:O75084	WNT11	FZD7	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS00BD8FF72	POMC_MC1R	simple:P01189	simple:Q01726	POMC	MC1R	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS0FCF733EA	AVP_AVPR2	simple:P01185	simple:P30518	AVP	AVPR2	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS04B547174	OXT_OXTR	simple:P01178	simple:P30559	OXT	OXTR	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS04B547174	NEU1_OXTR	simple:P01178	simple:P30559	NEU1	OXTR	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS0F8710941	FGF23_FGFR4	simple:Q9GZV9	simple:P22455	FGF23	FGFR4	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS0BA601DC4	BDNF_NTRK2	simple:P23560	simple:Q16620	BDNF	NTRK2	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS093E05DD4	NTF3_NTRK2	simple:P20783	simple:Q16620	NTF3	NTRK2	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS075D9B9AD	KNG1_BDKRB1	simple:P01042	simple:P46663	KNG1	BDKRB1	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS00399ED03	AVP_AVPR1A	simple:P01185	simple:P37288	AVP	AVPR1A	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS09568551C	FGF9_FGFR4	simple:P31371	simple:P22455	FGF9	FGFR4	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC0385E2BD3	SEMA3B_O14786_Q9HCM2	simple:Q13214	complex:O14786_Q9HCM2	SEMA3B		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS0D9366D11	FGF1_FGFR4	simple:P05230	simple:P22455	FGF1	FGFR4	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS0FC42EC80	EREG_ERBB4	simple:O14944	simple:Q15303	EREG	ERBB4	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS0E063192D	NRG2_ERBB4	simple:O14511	simple:Q15303	NRG2	ERBB4	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS0BD5C2A23	NRG1_ERBB4	simple:Q02297	simple:Q15303	NRG1	ERBB4	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS053613259	NRG2_ERBB3	simple:O14511	simple:P21860	NRG2	ERBB3	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS02B906C26	NRG1_ERBB3	simple:Q02297	simple:P21860	NRG1	ERBB3	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC00F7281E2	HBEGF_P04626_Q15303	simple:Q99075	complex:P04626_Q15303	HBEGF		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC05F42AD59	NRG3_P04626_Q15303	simple:P56975	complex:P04626_Q15303	NRG3		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS0F0D7F25C	BTC_ERBB4	simple:P35070	simple:Q15303	BTC	ERBB4	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC09FC1B7CA	BTC_P04626_Q15303	simple:P35070	complex:P04626_Q15303	BTC		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC07D690F42	NRG2_P04626_Q15303	simple:O14511	complex:P04626_Q15303	NRG2		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC02133EB36	NRG1_P04626_Q15303	simple:Q02297	complex:P04626_Q15303	NRG1		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC0C5E947B0	NRG2_P04626_P21860	simple:O14511	complex:P04626_P21860	NRG2		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC0C6400443	NRG1_P04626_P21860	simple:Q02297	complex:P04626_P21860	NRG1		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS072DE2CA2	ANGPTL2_TLR4	simple:Q9UKU9	simple:O00206	ANGPTL2	TLR4	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC0617AED61	C3_P11215_P05107	simple:P01024	complex:P11215_P05107	C3		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC028967BC9	SPP1_Q13797_P05556	simple:P10451	complex:Q13797_P05556	SPP1		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC085FA039E	EREG_P04626_Q15303	simple:O14944	complex:P04626_Q15303	EREG		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS0D5E30C6C	NRG3_ERBB4	simple:P56975	simple:Q15303	NRG3	ERBB4	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS060B846D1	HBEGF_ERBB4	simple:Q99075	simple:Q15303	HBEGF	ERBB4	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS0579FA162	IGF2_IGF1R	simple:P01344	simple:P08069	IGF2	IGF1R	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC0CFEC9AB1	WNT4_O75084_O75197	simple:P56705	complex:O75084_O75197	WNT4		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC07D95D8F1	WNT9A_O75084_O75197	simple:O14904	complex:O75084_O75197	WNT9A		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC0E2A7F68D	WNT6_O60353_O75197	simple:Q9Y6F9	complex:O60353_O75197	WNT6		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC08E88D327	WNT4_O60353_O75197	simple:P56705	complex:O60353_O75197	WNT4		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC0E8D0FEA9	WNT9A_O60353_O75197	simple:O14904	complex:O60353_O75197	WNT9A		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC04A17E55A	WNT6_O00144_O75197	simple:Q9Y6F9	complex:O00144_O75197	WNT6		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC0A973833C	WNT2B_O00144_O75197	simple:Q93097	complex:O00144_O75197	WNT2B		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC0B53118EB	WNT4_O00144_O75197	simple:P56705	complex:O00144_O75197	WNT4		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC0C06CDBBD	WNT9A_O00144_O75197	simple:O14904	complex:O00144_O75197	WNT9A		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS0AB20B9AD	CORT_SSR3	simple:O00230	simple:P32745	CORT	SSR3	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS008509DBD	CORT_SSR4	simple:O00230	simple:P31391	CORT	SSR4	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS0C272BD3D	CORT_SSTR2	simple:O00230	simple:P30874	CORT	SSTR2	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS0C272BD3D	CORT_SSR2	simple:O00230	simple:P30874	CORT	SSR2	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS06CE0CF64	CORT_SSTR1	simple:O00230	simple:P30872	CORT	SSTR1	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS06CE0CF64	CORT_SSR1	simple:O00230	simple:P30872	CORT	SSR1	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC078AA674E	IGF2_P23229_P16144	simple:P01344	complex:P23229_P16144	IGF2		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS042A6F835	IGF2_IGF2R	simple:P01344	simple:P11717	IGF2	IGF2R	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC0B1A05D68	SPP1_P53708_P05556	simple:P10451	complex:P53708_P05556	SPP1		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC0926171F3	MDK_P13612_P05556	simple:P21741	complex:P13612_P05556	MDK		False	False	False	user_curated	False	1.5779999999999998																																																																
