ligand	receptor	cell_from_mean_exprs	cell_from	cell_to_mean_exprs	cell_to	comm_type
WNT5B	FZD1	0.193775677452308	Myofibroblast_Mesothelium	0.40994430066274	Myofibroblast_Mesothelium	other
SMS	SSR3	0.233797228328773	Pericytes	0.339503568599768	Immune	other
EDN1	EDNRA	0.956593998615523	Epithelial	0.0828252772723631	Muscle	other
PTN	SDC4	1.37686059244296	Myofibroblast_Mesothelium	0.0574337537356593	Immune	other
EDN1	EDNRB	0.396603706564768	Endothelial	0.198920668509296	Myofibroblast_Mesothelium	other
PTN	SDC3	0.259927351456744	Endothelial	0.303304016675888	Neural	other
PTN	SDC3	0.972666908857605	Pericytes	0.0805789780898168	Myofibroblast_Mesothelium	other
BMP4	BMPR2	0.126976160154697	Pericytes	0.613858353568455	Endothelial	other
PTN	SDC2	0.950228060303547	Muscle	0.0819316455808347	Endothelial	other
SMS	SSR3	0.233797228328773	Pericytes	0.331383855728858	Neural	other
AREG	ERBB2	0.195631077936033	Immune	0.395262273052471	Epithelial	other
PTN	SDC1	1.21362401320889	Fibroblasts	0.0637108302251813	Myofibroblast_Mesothelium	other
SMS	SSR1	0.268298348303119	Neural	0.28650098468308	Myofibroblast_Mesothelium	other
SMS	SSR3	0.233797228328773	Pericytes	0.32840574231432	Fibroblasts	other
SMS	SSR1	0.268298348303119	Neural	0.286029987323848	Fibroblasts	other
NAMPT	INSR	0.36511807674158	Neural	0.209878808868896	Epithelial	other
PTN	SDC3	0.950228060303547	Muscle	0.0805789780898168	Myofibroblast_Mesothelium	other
EDN1	EDNRB	0.161800804916062	Fibroblasts	0.472783310398543	Neural	other
SMS	SSR1	0.268298348303119	Neural	0.284197489481485	Pericytes	other
GDNF	GFRA1	0.153825675738327	Myofibroblast_Mesothelium	0.494053697716057	Neural	other
SMS	SSR1	0.265073067170453	Muscle	0.28650098468308	Myofibroblast_Mesothelium	other
SMS	SSR1	0.265073067170453	Muscle	0.286029987323848	Fibroblasts	other
AREG	EGFR	0.705783113604258	Epithelial	0.107309839850218	Epithelial	other
SMS	SSR1	0.265073067170453	Muscle	0.284197489481485	Pericytes	other
EDN1	EDNRB	0.956593998615523	Epithelial	0.0787439642207964	Fibroblasts	other
BMP2	BMPR2	0.29298553458741	Endothelial	0.256188902571486	Myofibroblast_Mesothelium	other
SMS	SSR3	0.185088145176421	Epithelial	0.404266271590408	Pericytes	other
NAMPT	INSR	1.06422374423031	Immune	0.0702494288020735	Myofibroblast_Mesothelium	other
PTN	SDC2	0.733904083568652	Neural	0.101426351763857	Immune	other
NAMPT	INSR	0.268521090053155	Muscle	0.276867060168507	Endothelial	other
PTN	SDC2	0.259927351456744	Endothelial	0.284645447701902	Fibroblasts	other
IL1B	IL1R1	1.3374767353794	Immune	0.0550630573890741	Pericytes	other
SMS	SSR3	0.198808899087586	Myofibroblast_Mesothelium	0.37026691071036	Epithelial	other
CXCL2	ACKR1	0.320985808758202	Fibroblasts	0.229293946731821	Endothelial	other
SMS	SSR3	0.180183798561836	Fibroblasts	0.404266271590408	Pericytes	other
SMS	SSR3	0.233797228328773	Pericytes	0.31103056373386	Myofibroblast_Mesothelium	other
WNT2B	FZD1	0.176186594347063	Myofibroblast_Mesothelium	0.40994430066274	Myofibroblast_Mesothelium	other
SMS	SSR3	0.233797228328773	Pericytes	0.307898686291103	Endothelial	other
SMS	SSR1	0.405791006626766	Endothelial	0.177335777898178	Endothelial	other
HBEGF	EGFR	0.616680824884419	Endothelial	0.116666629107212	Myofibroblast_Mesothelium	other
SMS	SSR3	0.233797228328773	Pericytes	0.307070847421277	Muscle	other
CCL21	CCR7	0.201087541015753	Endothelial	0.355109212313948	Immune	other
BMP5	BMPR2	0.410462829888125	Myofibroblast_Mesothelium	0.17361108082415	Pericytes	other
PTN	SDC3	0.733904083568652	Neural	0.0968936103407912	Fibroblasts	other
NRG1	ERBB3	0.100307467364405	Myofibroblast_Mesothelium	0.703372703198339	Epithelial	other
PTN	SDC3	1.21362401320889	Fibroblasts	0.0581229386277306	Immune	other
BMP2	BMPR2	0.274985469406684	Myofibroblast_Mesothelium	0.256188902571486	Myofibroblast_Mesothelium	other
PTN	SDC4	1.21362401320889	Fibroblasts	0.0574337537356593	Immune	other
IL1B	IL1R1	1.3374767353794	Immune	0.0512469520626387	Immune	other
SMS	SSR3	0.185088145176421	Epithelial	0.37026691071036	Epithelial	other
CSF1	CSF1R	0.176731638777327	Fibroblasts	0.385176581116777	Immune	other
NTF3	NTRK3	0.350088555686107	Pericytes	0.194425343743712	Myofibroblast_Mesothelium	other
CXCL3	ACKR1	0.295686298796626	Endothelial	0.229293946731821	Endothelial	other
BMP2	BMPR2	0.29298553458741	Endothelial	0.231304010057697	Muscle	other
SMS	SSR3	0.198808899087586	Myofibroblast_Mesothelium	0.339503568599768	Immune	other
EDN1	EDNRB	0.142510625417897	Myofibroblast_Mesothelium	0.472783310398543	Neural	other
AREG	ERBB2	0.170256262364381	Muscle	0.395262273052471	Epithelial	other
SMS	SSR1	0.233797228328773	Pericytes	0.28650098468308	Myofibroblast_Mesothelium	other
SMS	SSR1	0.233797228328773	Pericytes	0.286029987323848	Fibroblasts	other
SMS	SSR3	0.180183798561836	Fibroblasts	0.37026691071036	Epithelial	other
SMS	SSR1	0.233797228328773	Pericytes	0.284197489481485	Pericytes	other
HBEGF	EGFR	0.616680824884419	Endothelial	0.107309839850218	Epithelial	other
SMS	SSR3	0.198808899087586	Myofibroblast_Mesothelium	0.331383855728858	Neural	other
CSF1	CSF1R	0.170901838119027	Endothelial	0.385176581116777	Immune	other
SMS	SSR1	0.268298348303119	Neural	0.244454039302977	Neural	other
SMS	SSR3	0.198808899087586	Myofibroblast_Mesothelium	0.32840574231432	Fibroblasts	other
BMP2	BMPR2	0.106149111456616	Fibroblasts	0.613858353568455	Endothelial	other
EDN1	EDNRB	0.956593998615523	Epithelial	0.06809528983573	Pericytes	other
BMP5	BMPR2	0.410462829888125	Myofibroblast_Mesothelium	0.158496015668603	Fibroblasts	other
FGF7	FGFR1	0.316154731500444	Pericytes	0.205363872457701	Myofibroblast_Mesothelium	other
SMS	SSR1	0.265073067170453	Muscle	0.244454039302977	Neural	other
CXCL2	ACKR1	0.282567967008872	Myofibroblast_Mesothelium	0.229293946731821	Endothelial	other
EDN1	EDNRA	0.161800804916062	Fibroblasts	0.397383321959773	Pericytes	other
FGF7	FGFR2	0.591242024832629	Muscle	0.108714675123552	Fibroblasts	other
HBEGF	ERBB2	0.211082099005755	Immune	0.301895459655109	Muscle	other
BMP2	BMPR2	0.274985469406684	Myofibroblast_Mesothelium	0.231304010057697	Muscle	other
BMP4	BMPR2	0.704496207675955	Myofibroblast_Mesothelium	0.0893118528781019	Epithelial	other
SMS	SSR3	0.185088145176421	Epithelial	0.339503568599768	Immune	other
EDN1	EDNRB	0.131896443805652	Neural	0.472783310398543	Neural	other
GAS6	MERTK	0.385287391963919	Pericytes	0.161466957755057	Immune	other
NAMPT	INSR	0.6191202245811	Fibroblasts	0.100470157439441	Fibroblasts	other
GAS6	MERTK	0.385287391963919	Pericytes	0.161440400916159	Endothelial	other
PTN	SDC1	0.972666908857605	Pericytes	0.0637108302251813	Myofibroblast_Mesothelium	other
SMS	SSR1	0.268298348303119	Neural	0.230898521759115	Muscle	other
NAMPT	INSR	0.268521090053155	Muscle	0.230678317444239	Muscle	other
SMS	SSR3	0.198808899087586	Myofibroblast_Mesothelium	0.31103056373386	Myofibroblast_Mesothelium	other
NAMPT	INSR	0.880076677148492	Endothelial	0.0702494288020735	Myofibroblast_Mesothelium	other
HBEGF	ERBB2	0.156286342463097	Pericytes	0.395262273052471	Epithelial	other
BMP4	BMPR2	0.240911505889321	Fibroblasts	0.256188902571486	Myofibroblast_Mesothelium	other
IL1A	IL1R1	0.281649441951246	Immune	0.219035465406024	Endothelial	other
GAS6	TYRO3	0.385287391963919	Pericytes	0.159889500207307	Neural	other
FGF7	FGFR2	0.316154731500444	Pericytes	0.194720733937543	Muscle	other
BMP2	BMPR2	0.29298553458741	Endothelial	0.209608015782947	Neural	other
SMS	SSR3	0.185088145176421	Epithelial	0.331383855728858	Neural	other
SMS	SSR3	0.198808899087586	Myofibroblast_Mesothelium	0.307898686291103	Endothelial	other
SMS	SSR1	0.265073067170453	Muscle	0.230898521759115	Muscle	other
SMS	SSR3	0.180183798561836	Fibroblasts	0.339503568599768	Immune	other
SMS	SSR3	0.198808899087586	Myofibroblast_Mesothelium	0.307070847421277	Muscle	other
SMS	SSR3	0.185088145176421	Epithelial	0.32840574231432	Fibroblasts	other
NAMPT	INSR	0.6191202245811	Fibroblasts	0.098155947662836	Neural	other
PTN	SDC1	0.950228060303547	Muscle	0.0637108302251813	Myofibroblast_Mesothelium	other
SMS	SSR1	0.268298348303119	Neural	0.225381001085609	Immune	other
NRG1	ERBB3	0.100307467364405	Myofibroblast_Mesothelium	0.602805181138185	Neural	other
EDN1	EDNRB	0.127516465505862	Pericytes	0.472783310398543	Neural	other
PTN	SDC2	0.733904083568652	Neural	0.0819316455808347	Endothelial	other
SMS	SSR1	0.265073067170453	Muscle	0.225381001085609	Immune	other
SMS	SSR3	0.180183798561836	Fibroblasts	0.331383855728858	Neural	other
NAMPT	INSR	0.6191202245811	Fibroblasts	0.0963947566897723	Immune	other
AREG	EGFR	0.705783113604258	Epithelial	0.0839327953163767	Pericytes	other
SMS	SSR3	0.180183798561836	Fibroblasts	0.32840574231432	Fibroblasts	other
PTN	SDC3	0.733904083568652	Neural	0.0805789780898168	Myofibroblast_Mesothelium	other
AREG	ERBB2	0.195631077936033	Immune	0.301895459655109	Muscle	other
HBEGF	ERBB2	0.211082099005755	Immune	0.279687410526471	Myofibroblast_Mesothelium	other
NAMPT	INSR	1.06422374423031	Immune	0.0552125868760377	Pericytes	other
BMP5	ACVR1	0.410462829888125	Myofibroblast_Mesothelium	0.142969043102921	Myofibroblast_Mesothelium	other
BMP8B	BMPR2	0.0951105592519254	Neural	0.613858353568455	Endothelial	other
FGF7	FGFR1	0.316154731500444	Pericytes	0.184652343724531	Neural	other
FGF7	FGFR1	0.148005430653177	Fibroblasts	0.393608056733745	Endothelial	other
WNT2B	FZD1	0.141088381866062	Fibroblasts	0.40994430066274	Myofibroblast_Mesothelium	other
BMP2	BMPR2	0.274985469406684	Myofibroblast_Mesothelium	0.209608015782947	Neural	other
PTN	SDC1	1.37686059244296	Myofibroblast_Mesothelium	0.0418614234474515	Fibroblasts	other
SMS	SSR3	0.185088145176421	Epithelial	0.31103056373386	Myofibroblast_Mesothelium	other
SMS	SSR1	0.233797228328773	Pericytes	0.244454039302977	Neural	other
PTN	SDC3	1.37686059244296	Myofibroblast_Mesothelium	0.0414005348857116	Epithelial	other
SMS	SSR3	0.185088145176421	Epithelial	0.307898686291103	Endothelial	other
PTN	SDC3	0.18782730202359	Immune	0.303304016675888	Neural	other
SMS	SSR1	0.198808899087586	Myofibroblast_Mesothelium	0.28650098468308	Myofibroblast_Mesothelium	other
SMS	SSR1	0.198808899087586	Myofibroblast_Mesothelium	0.286029987323848	Fibroblasts	other
AREG	ERBB2	0.705783113604258	Epithelial	0.0805316644725798	Immune	other
SMS	SSR3	0.185088145176421	Epithelial	0.307070847421277	Muscle	other
EDN1	EDNRA	0.142510625417897	Myofibroblast_Mesothelium	0.397383321959773	Pericytes	other
PTN	SDC3	0.972666908857605	Pericytes	0.0581229386277306	Immune	other
SMS	SSR1	0.198808899087586	Myofibroblast_Mesothelium	0.284197489481485	Pericytes	other
NAMPT	INSR	0.268521090053155	Muscle	0.209878808868896	Epithelial	other
BMP2	BMPR2	0.630680976730458	Epithelial	0.0893118528781019	Epithelial	other
PTN	SDC3	0.259927351456744	Endothelial	0.216136823847781	Muscle	other
SMS	SSR3	0.180183798561836	Fibroblasts	0.31103056373386	Myofibroblast_Mesothelium	other
FGF7	FGFR1	0.316154731500444	Pericytes	0.176729449045044	Pericytes	other
PTN	SDC4	0.972666908857605	Pericytes	0.0574337537356593	Immune	other
EREG	ERBB2	0.341315853255309	Epithelial	0.163605130141535	Pericytes	other
BMP4	BMPR2	0.240911505889321	Fibroblasts	0.231304010057697	Muscle	other
SMS	SSR3	0.180183798561836	Fibroblasts	0.307898686291103	Endothelial	other
CXCL2	ACKR1	0.241466790520781	Neural	0.229293946731821	Endothelial	other
GAS6	TYRO3	0.385287391963919	Pericytes	0.143606953763187	Fibroblasts	other
SMS	SSR3	0.180183798561836	Fibroblasts	0.307070847421277	Muscle	other
PTN	SDC3	0.950228060303547	Muscle	0.0581229386277306	Immune	other
HBEGF	ERBB2	0.138734899846933	Neural	0.395262273052471	Epithelial	other
AREG	ERBB2	0.195631077936033	Immune	0.279687410526471	Myofibroblast_Mesothelium	other
PTN	SDC4	0.950228060303547	Muscle	0.0574337537356593	Immune	other
SMS	SSR1	0.233797228328773	Pericytes	0.230898521759115	Muscle	other
SMS	SSR1	0.268298348303119	Neural	0.199931166976932	Epithelial	other
PTN	SDC2	0.18782730202359	Immune	0.284645447701902	Fibroblasts	other
BMP2	BMPR2	0.207183468659604	Pericytes	0.256188902571486	Myofibroblast_Mesothelium	other
SMS	SSR1	0.185088145176421	Epithelial	0.28650098468308	Myofibroblast_Mesothelium	other
SMS	SSR1	0.265073067170453	Muscle	0.199931166976932	Epithelial	other
SMS	SSR1	0.185088145176421	Epithelial	0.286029987323848	Fibroblasts	other
FGF7	FGFR1	0.134136004672352	Myofibroblast_Mesothelium	0.393608056733745	Endothelial	other
EDN1	EDNRB	0.111593292138552	Muscle	0.472783310398543	Neural	other
SMS	SSR1	0.233797228328773	Pericytes	0.225381001085609	Immune	other
PTN	SDC4	1.37686059244296	Myofibroblast_Mesothelium	0.0382667854144029	Muscle	other
SMS	SSR1	0.185088145176421	Epithelial	0.284197489481485	Pericytes	other
EDN1	EDNRA	0.131896443805652	Neural	0.397383321959773	Pericytes	other
NAMPT	INSR	0.521268248275625	Myofibroblast_Mesothelium	0.100470157439441	Fibroblasts	other
LIF	LIFR	0.0821398023911066	Immune	0.637528726214682	Endothelial	other
WNT5A	FZD1	0.126789893645246	Myofibroblast_Mesothelium	0.40994430066274	Myofibroblast_Mesothelium	other
WNT5B	FZD7	0.193775677452308	Myofibroblast_Mesothelium	0.267624095239737	Muscle	other
HBEGF	ERBB2	0.211082099005755	Immune	0.245301026220917	Fibroblasts	other
HBEGF	EGFR	0.616680824884419	Endothelial	0.0839327953163767	Pericytes	other
SMS	SSR1	0.180183798561836	Fibroblasts	0.28650098468308	Myofibroblast_Mesothelium	other
SMS	SSR1	0.180183798561836	Fibroblasts	0.286029987323848	Fibroblasts	other
AREG	ERBB2	0.170256262364381	Muscle	0.301895459655109	Muscle	other
SMS	SSR1	0.180183798561836	Fibroblasts	0.284197489481485	Pericytes	other
NAMPT	INSR	0.521268248275625	Myofibroblast_Mesothelium	0.098155947662836	Neural	other
CCL2	ACKR1	0.222806816149092	Muscle	0.229293946731821	Endothelial	other
BMP2	BMPR2	0.29298553458741	Endothelial	0.17361108082415	Pericytes	other
PTN	SDC1	1.21362401320889	Fibroblasts	0.0418614234474515	Fibroblasts	other
EDN1	EDNRA	0.127516465505862	Pericytes	0.397383321959773	Pericytes	other
BMP4	BMPR2	0.240911505889321	Fibroblasts	0.209608015782947	Neural	other
PTN	SDC2	0.259927351456744	Endothelial	0.193665256997067	Neural	other
NAMPT	INSR	0.521268248275625	Myofibroblast_Mesothelium	0.0963947566897723	Immune	other
PTN	SDC3	1.21362401320889	Fibroblasts	0.0414005348857116	Epithelial	other
GDNF	GFRA1	0.211712316409652	Muscle	0.236787415485982	Myofibroblast_Mesothelium	other
BMP4	BMPR2	0.0816436717416236	Epithelial	0.613858353568455	Endothelial	other
HBEGF	ERBB4	0.616680824884419	Endothelial	0.0812670222943488	Neural	other
SMS	SSR2	0.0496986601806683	Immune	1.0079981121793	Myofibroblast_Mesothelium	other
HBEGF	ERBB2	0.616680824884419	Endothelial	0.0805316644725798	Immune	other
EDN1	EDNRA	0.956593998615523	Epithelial	0.0516862472796439	Neural	other
IGF1	IGF1R	0.284056349312765	Myofibroblast_Mesothelium	0.173069537232178	Neural	other
GDNF	GFRA1	0.0992589845154002	Fibroblasts	0.494053697716057	Neural	other
CXCL3	ACKR1	0.212887266317454	Pericytes	0.229293946731821	Endothelial	other
SMS	SSR1	0.198808899087586	Myofibroblast_Mesothelium	0.244454039302977	Neural	other
NAMPT	INSR	0.880076677148492	Endothelial	0.0552125868760377	Pericytes	other
BMP5	ACVR1	0.410462829888125	Myofibroblast_Mesothelium	0.118341092693255	Muscle	other
IGF1	IGF1R	0.284056349312765	Myofibroblast_Mesothelium	0.170775237900772	Epithelial	other
BMP2	BMPR2	0.0789770534370086	Immune	0.613858353568455	Endothelial	other
THRB	PARD3	0.236253495880179	Epithelial	0.20508264749071	Pericytes	other
PTN	SDC3	0.158756679010457	Epithelial	0.303304016675888	Neural	other
AREG	ERBB2	0.195631077936033	Immune	0.245301026220917	Fibroblasts	other
WNT5B	FZD1	0.193775677452308	Myofibroblast_Mesothelium	0.24748906933611	Fibroblasts	other
BMP2	BMPR2	0.207183468659604	Pericytes	0.231304010057697	Muscle	other
NAMPT	INSR	0.476552237078759	Epithelial	0.100470157439441	Fibroblasts	other
BMP2	BMPR2	0.274985469406684	Myofibroblast_Mesothelium	0.17361108082415	Pericytes	other
GAS6	MERTK	0.295322492397746	Endothelial	0.161466957755057	Immune	other
GAS6	MERTK	0.295322492397746	Endothelial	0.161440400916159	Endothelial	other
EDN1	EDNRB	0.100735778471483	Immune	0.472783310398543	Neural	other
AREG	ERBB2	0.170256262364381	Muscle	0.279687410526471	Myofibroblast_Mesothelium	other
SMS	SSR2	0.0496986601806683	Immune	0.957782852889774	Pericytes	other
SMS	SSR1	0.268298348303119	Neural	0.177335777898178	Endothelial	other
NRG2	ERBB3	0.0675612243249855	Neural	0.703372703198339	Epithelial	other
VIP	VIPR1	0.341645638994363	Neural	0.138579493030159	Epithelial	other
GAS6	TYRO3	0.295322492397746	Endothelial	0.159889500207307	Neural	other
HBEGF	ERBB2	0.156286342463097	Pericytes	0.301895459655109	Muscle	other
WNT2B	FZD7	0.176186594347063	Myofibroblast_Mesothelium	0.267624095239737	Muscle	other
PTN	SDC4	0.259927351456744	Endothelial	0.180912163544083	Epithelial	other
BMP4	BMPR2	0.0765841254282713	Immune	0.613858353568455	Endothelial	other
SMS	SSR1	0.265073067170453	Muscle	0.177335777898178	Endothelial	other
FGF7	FGFR1	0.148005430653177	Fibroblasts	0.316866661224843	Fibroblasts	other
NAMPT	INSR	0.476552237078759	Epithelial	0.098155947662836	Neural	other
PTN	SDC1	0.733904083568652	Neural	0.0637108302251813	Myofibroblast_Mesothelium	other
SMS	SSR1	0.233797228328773	Pericytes	0.199931166976932	Epithelial	other
GDNF	GFRA1	0.211712316409652	Muscle	0.220773526456257	Muscle	other
PTN	SDC4	1.21362401320889	Fibroblasts	0.0382667854144029	Muscle	other
BMP2	BMPR2	0.29298553458741	Endothelial	0.158496015668603	Fibroblasts	other
FGF7	FGFR2	0.316154731500444	Pericytes	0.146505619136431	Myofibroblast_Mesothelium	other
WNT5B	FZD4	0.193775677452308	Myofibroblast_Mesothelium	0.23881389035208	Endothelial	other
EREG	ERBB2	0.341315853255309	Epithelial	0.135210594401558	Neural	other
GAS6	TYRO3	0.385287391963919	Pericytes	0.11962354705509	Myofibroblast_Mesothelium	other
NAMPT	INSR	0.476552237078759	Epithelial	0.0963947566897723	Immune	other
NRTN	GFRA2	0.157943385378817	Muscle	0.290835701045964	Fibroblasts	other
SMS	SSR1	0.198808899087586	Myofibroblast_Mesothelium	0.230898521759115	Muscle	other
SMS	SSR1	0.185088145176421	Epithelial	0.244454039302977	Neural	other
PTN	SDC2	0.158756679010457	Epithelial	0.284645447701902	Fibroblasts	other
EDN1	EDNRB	0.396603706564768	Endothelial	0.113737570833348	Endothelial	other
AREG	ERBB2	0.705783113604258	Epithelial	0.0639104021173521	Endothelial	other
SMS	SSR1	0.198808899087586	Myofibroblast_Mesothelium	0.225381001085609	Immune	other
EDN1	EDNRA	0.111593292138552	Muscle	0.397383321959773	Pericytes	other
SMS	SSR1	0.180183798561836	Fibroblasts	0.244454039302977	Neural	other
BMP5	BMPR2	0.171421881466048	Pericytes	0.256188902571486	Myofibroblast_Mesothelium	other
CXCL3	ACKR1	0.191498561058532	Myofibroblast_Mesothelium	0.229293946731821	Endothelial	other
HBEGF	ERBB2	0.156286342463097	Pericytes	0.279687410526471	Myofibroblast_Mesothelium	other
WNT2B	FZD1	0.176186594347063	Myofibroblast_Mesothelium	0.24748906933611	Fibroblasts	other
BMP4	BMPR2	0.0710105594002466	Endothelial	0.613858353568455	Endothelial	other
BMP2	BMPR2	0.274985469406684	Myofibroblast_Mesothelium	0.158496015668603	Fibroblasts	other
NAMPT	INSR	0.6191202245811	Fibroblasts	0.0702494288020735	Myofibroblast_Mesothelium	other
BMP2	BMPR2	0.207183468659604	Pericytes	0.209608015782947	Neural	other
SMS	SSR2	0.0496986601806683	Immune	0.869125058522604	Fibroblasts	other
HBEGF	ERBB2	0.109231592158566	Epithelial	0.395262273052471	Epithelial	other
FGF7	FGFR1	0.148005430653177	Fibroblasts	0.291413948610675	Muscle	other
THRB	PARD3	0.210107194836885	Muscle	0.20508264749071	Pericytes	other
BMP2	BMPR2	0.0700343108039074	Neural	0.613858353568455	Endothelial	other
LIF	LIFR	0.0673858741003281	Epithelial	0.637528726214682	Endothelial	other
SMS	SSR1	0.185088145176421	Epithelial	0.230898521759115	Muscle	other
PTN	SDC3	0.733904083568652	Neural	0.0581229386277306	Immune	other
BMP4	BMPR2	0.0693981972576347	Muscle	0.613858353568455	Endothelial	other
FGF7	FGFR1	0.134136004672352	Myofibroblast_Mesothelium	0.316866661224843	Fibroblasts	other
GAS6	TYRO3	0.295322492397746	Endothelial	0.143606953763187	Fibroblasts	other
PTN	SDC4	0.733904083568652	Neural	0.0574337537356593	Immune	other
ARTN	GFRA1	0.17798532797003	Pericytes	0.236787415485982	Myofibroblast_Mesothelium	other
WNT2B	FZD4	0.176186594347063	Myofibroblast_Mesothelium	0.23881389035208	Endothelial	other
SMS	SSR2	0.0496986601806683	Immune	0.843259315272621	Neural	other
HBEGF	ERBB2	0.138734899846933	Neural	0.301895459655109	Muscle	other
BMP4	BMPR2	0.240911505889321	Fibroblasts	0.17361108082415	Pericytes	other
AREG	ERBB2	0.170256262364381	Muscle	0.245301026220917	Fibroblasts	other
SMS	SSR1	0.185088145176421	Epithelial	0.225381001085609	Immune	other
SMS	SSR1	0.180183798561836	Fibroblasts	0.230898521759115	Muscle	other
SMS	SSR1	0.233797228328773	Pericytes	0.177335777898178	Endothelial	other
WNT6	FZD1	0.1011188072032	Pericytes	0.40994430066274	Myofibroblast_Mesothelium	other
FGF7	FGFR1	0.591242024832629	Muscle	0.0697399966210973	Epithelial	other
GAS6	TYRO3	0.385287391963919	Pericytes	0.106569990972992	Epithelial	other
EDN1	EDNRB	0.161800804916062	Fibroblasts	0.251878087470282	Epithelial	other
NRG2	ERBB3	0.0675612243249855	Neural	0.602805181138185	Neural	other
PTN	SDC1	0.972666908857605	Pericytes	0.0418614234474515	Fibroblasts	other
SMS	SSR1	0.180183798561836	Fibroblasts	0.225381001085609	Immune	other
PTN	SDC3	0.18782730202359	Immune	0.216136823847781	Muscle	other
AREG	ERBB2	0.10228353782607	Myofibroblast_Mesothelium	0.395262273052471	Epithelial	other
PTN	SDC3	0.972666908857605	Pericytes	0.0414005348857116	Epithelial	other
CXCL2	ACKR1	0.175211546861903	Muscle	0.229293946731821	Endothelial	other
EDN1	EDNRA	0.100735778471483	Immune	0.397383321959773	Pericytes	other
EREG	EGFR	0.341315853255309	Epithelial	0.116666629107212	Myofibroblast_Mesothelium	other
PTN	SDC1	0.950228060303547	Muscle	0.0418614234474515	Fibroblasts	other
SMS	SSR1	0.198808899087586	Myofibroblast_Mesothelium	0.199931166976932	Epithelial	other
BMP5	BMPR2	0.171421881466048	Pericytes	0.231304010057697	Muscle	other
NRG1	ERBB2	0.100307467364405	Myofibroblast_Mesothelium	0.395262273052471	Epithelial	other
AREG	ERBB2	0.100002286213428	Pericytes	0.395262273052471	Epithelial	other
HBEGF	ERBB2	0.616680824884419	Endothelial	0.0639104021173521	Endothelial	other
PTN	SDC3	0.950228060303547	Muscle	0.0414005348857116	Epithelial	other
ARTN	GFRA1	0.17798532797003	Pericytes	0.220773526456257	Muscle	other
NAMPT	INSR	0.389244717780021	Pericytes	0.100470157439441	Fibroblasts	other
FGF7	FGFR1	0.134136004672352	Myofibroblast_Mesothelium	0.291413948610675	Muscle	other
PTN	SDC3	0.259927351456744	Endothelial	0.150285147155975	Endothelial	other
IL1A	IL1R1	0.281649441951246	Immune	0.13865688042866	Myofibroblast_Mesothelium	other
HBEGF	ERBB2	0.138734899846933	Neural	0.279687410526471	Myofibroblast_Mesothelium	other
NRG2	ERBB3	0.0546905891371274	Myofibroblast_Mesothelium	0.703372703198339	Epithelial	other
HBEGF	ERBB2	0.156286342463097	Pericytes	0.245301026220917	Fibroblasts	other
NAMPT	INSR	0.389244717780021	Pericytes	0.098155947662836	Neural	other
NTF3	NTRK3	0.0793422365969185	Fibroblasts	0.481452828448609	Pericytes	other
AREG	ERBB2	0.0966219866899834	Fibroblasts	0.395262273052471	Epithelial	other
BMP4	BMPR2	0.240911505889321	Fibroblasts	0.158496015668603	Fibroblasts	other
EDN1	EDNRA	0.396603706564768	Endothelial	0.0954804997318376	Fibroblasts	other
WNT2B	FZD7	0.141088381866062	Fibroblasts	0.267624095239737	Muscle	other
GAS6	TYRO3	0.385287391963919	Pericytes	0.0978165021863523	Muscle	other
IGF1	IGF1R	0.284056349312765	Myofibroblast_Mesothelium	0.132659669610866	Myofibroblast_Mesothelium	other
THRB	PARD3	0.236253495880179	Epithelial	0.159477557057946	Myofibroblast_Mesothelium	other
NAMPT	INSR	0.389244717780021	Pericytes	0.0963947566897723	Immune	other
PTN	SDC4	0.972666908857605	Pericytes	0.0382667854144029	Muscle	other
SMS	SSR1	0.185088145176421	Epithelial	0.199931166976932	Epithelial	other
IL7	IL2RG	0.0812167885674701	Myofibroblast_Mesothelium	0.454497245026312	Immune	other
NAMPT	INSR	0.36511807674158	Neural	0.100470157439441	Fibroblasts	other
CXCL3	ACKR1	0.159977886484525	Fibroblasts	0.229293946731821	Endothelial	other
BMP5	BMPR2	0.410462829888125	Myofibroblast_Mesothelium	0.0893118528781019	Epithelial	other
EREG	EGFR	0.341315853255309	Epithelial	0.107309839850218	Epithelial	other
NAMPT	INSR	0.521268248275625	Myofibroblast_Mesothelium	0.0702494288020735	Myofibroblast_Mesothelium	other
CCL21	CCR7	0.102878119773983	Muscle	0.355109212313948	Immune	other
GDNF	GFRA1	0.153825675738327	Myofibroblast_Mesothelium	0.236787415485982	Myofibroblast_Mesothelium	other
PTN	SDC2	0.18782730202359	Immune	0.193665256997067	Neural	other
PTN	SDC4	0.950228060303547	Muscle	0.0382667854144029	Muscle	other
SMS	SSR2	0.0496986601806683	Immune	0.729539104652663	Muscle	other
EDN1	EDNRA	0.396603706564768	Endothelial	0.0913174612006791	Myofibroblast_Mesothelium	other
EDN1	EDNRB	0.956593998615523	Epithelial	0.0376617992649783	Immune	other
SMS	SSR1	0.180183798561836	Fibroblasts	0.199931166976932	Epithelial	other
EREG	ERBB2	0.0911384638609427	Immune	0.395262273052471	Epithelial	other
BMP2	BMPR2	0.207183468659604	Pericytes	0.17361108082415	Pericytes	other
CCL2	ACKR1	0.156817538714195	Epithelial	0.229293946731821	Endothelial	other
BMP5	BMPR2	0.171421881466048	Pericytes	0.209608015782947	Neural	other
